idpicto,lemma,synset,synset2,relation,head,headrel,dependent,deprel,antonym,number,lemma_plural,disable
11527,embrasser_5,fre-30-00138221-n,00139041-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11527,faire_un_bisou_4,fre-30-00138221-n,00139041-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11529,amoureux_7,fre-30-01465668-a,01468558-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11529,amoureux_7,fre-30-01775535-v,01779456-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11529,amoureux_7,fre-30-07985628-n,08002070-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11529,amoureux_7,fre-30-09622302-n,09645472-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11529,amoureux_7,fre-30-09622302-n,09645472-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11529,amoureux_7,fre-30-01465668-a,01468558-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11529,amoureux_7,fre-30-01775535-v,01779456-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11529,amoureux_7,fre-30-07985628-n,08002070-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11529,tomber_amoureux_2,fre-30-07985628-n,08002070-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11529,tomber_amoureux_2,fre-30-09622302-n,09645472-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11529,tomber_amoureux_2,fre-30-01465668-a,01468558-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11529,tomber_amoureux_2,fre-30-01775535-v,01779456-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11531,amoureuses_2,fre-30-00148597-v,00148417-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11531,amoureuses_2,fre-30-01465668-a,01468558-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11531,tomber_amoureux_3,fre-30-01465668-a,01468558-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11531,tomber_amoureux_3,fre-30-00148597-v,00148417-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11533,espagnol_2,fre-30-02958576-a,02970122-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11534,espagnol_3,\N,\N,,\N,\N,\N,\N,\N,\N,\N,\
11535,espagnole,fre-30-02958576-a,02970122-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11536,aimer_7,fre-30-01775535-v,01779456-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11538,aimer_8,fre-30-01775535-v,01779456-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11540,parcourir_5,fre-30-01843055-v,01846997-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11540,parcourir_5,fre-30-02102002-v,02106280-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11540,parcourir_5,fre-30-01835496-v,01839438-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11540,parcourir_5,fre-30-01841079-v,01845021-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11540,parcourir_5,fre-30-01845720-v,01849662-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11540,voyager_6,fre-30-02102002-v,02106280-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11540,voyager_6,fre-30-01835496-v,01839438-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11540,voyager_6,fre-30-01841079-v,01845021-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11540,voyager_6,fre-30-01845720-v,01849662-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11540,voyager_6,fre-30-01843055-v,01846997-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11542,parcourir_6,fre-30-01935476-v,01939335-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11542,parcourir_6,fre-30-01835496-v,01839438-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11542,parcourir_6,fre-30-01845229-v,01849171-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11542,voyager_7,fre-30-01835496-v,01839438-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11542,voyager_7,fre-30-01845229-v,01849171-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11542,voyager_7,fre-30-01935476-v,01939335-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11544,parcourir_7,fre-30-01845720-v,01849662-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11544,parcourir_7,fre-30-01846916-v,01850858-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11544,parcourir_7,fre-30-01835496-v,01839438-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11544,parcourir_7,fre-30-01841079-v,01845021-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11544,voyager_8,fre-30-01846916-v,01850858-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11544,voyager_8,fre-30-01835496-v,01839438-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11544,voyager_8,fre-30-01841079-v,01845021-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11544,voyager_8,fre-30-01845720-v,01849662-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11546,fiancés,fre-30-07989373-n,08005815-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11546,fiancés,fre-30-01036996-n,01039028-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11546,fiancés,fre-30-13963970-n,13987306-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11546,mariage_2,fre-30-13963970-n,13987306-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11546,mariage_2,fre-30-07989373-n,08005815-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11546,mariage_2,fre-30-01036996-n,01039028-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11546,mariés_2,fre-30-01036996-n,01039028-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11546,mariés_2,fre-30-13963970-n,13987306-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11546,mariés_2,fre-30-07989373-n,08005815-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11548,cérémonie,fre-30-13963970-n,13987306-n,synonym,\N,\N,\N,\N,\N,\N,cérémonies,\
11548,cérémonie,fre-30-07989373-n,08005815-n,synonym,\N,\N,\N,\N,\N,\N,cérémonies,\
11548,cérémonie,fre-30-01036996-n,01039028-n,synonym,\N,\N,\N,\N,\N,\N,cérémonies,\
11548,mariage_3,fre-30-07989373-n,08005815-n,synonym,\N,\N,\N,\N,\N,\N,mariages,\
11548,mariage_3,fre-30-01036996-n,01039028-n,synonym,\N,\N,\N,\N,\N,\N,mariages,\
11548,mariage_3,fre-30-13963970-n,13987306-n,synonym,\N,\N,\N,\N,\N,\N,mariages,\
11550,mari_2,fre-30-10193967-n,10213586-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11552,épouse_3,fre-30-10780632-n,10800308-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11552,femme_5,fre-30-10780632-n,10800308-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,gay,fre-30-00856847-n,00858476-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,gay,fre-30-01201422-a,01204965-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,gay,fre-30-10182913-n,10202544-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,gays,fre-30-00856847-n,00858476-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,gays,fre-30-01201422-a,01204965-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,gays,fre-30-10182913-n,10202544-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,homosexualité,fre-30-01201422-a,01204965-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,homosexualité,fre-30-10182913-n,10202544-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,homosexualité,fre-30-00856847-n,00858476-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,homosexuel,fre-30-10182913-n,10202544-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,homosexuel,fre-30-00856847-n,00858476-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,homosexuel,fre-30-01201422-a,01204965-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,homosexuel,fre-30-00856847-n,00858476-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,homosexuel,fre-30-01201422-a,01204965-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,homosexuel,fre-30-10182913-n,10202544-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,homosexuels,fre-30-00856847-n,00858476-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,homosexuels,fre-30-01201422-a,01204965-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11554,homosexuels,fre-30-10182913-n,10202544-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,homosexualité_2,fre-30-10254965-n,10274662-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,homosexualité_2,fre-30-00857424-n,00859053-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,homosexualité_2,fre-30-01202212-a,01205665-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,homosexuel_2,fre-30-00857424-n,00859053-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,homosexuel_2,fre-30-01202212-a,01205665-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,homosexuel_2,fre-30-10254965-n,10274662-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,lesbianisme,fre-30-01202212-a,01205665-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,lesbianisme,fre-30-10254965-n,10274662-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,lesbianisme,fre-30-00857424-n,00859053-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,lesbienne,fre-30-01202212-a,01205665-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,lesbienne,fre-30-10254965-n,10274662-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,lesbienne,fre-30-00857424-n,00859053-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,lesbiennes,fre-30-01202212-a,01205665-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,lesbiennes,fre-30-10254965-n,10274662-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11556,lesbiennes,fre-30-00857424-n,00859053-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11558,bisexualité,fre-30-01203147-a,01205819-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11558,bisexualité,fre-30-09857007-n,09876413-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11558,bisexualité,fre-30-00857160-n,00858789-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11558,bisexualité,fre-30-01478907-a,01482214-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11558,bisexuel,fre-30-09857007-n,09876413-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11558,bisexuel,fre-30-00857160-n,00858789-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11558,bisexuel,fre-30-01478907-a,01482214-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11558,bisexuel,fre-30-01203147-a,01205819-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11559,bisexualité_2,fre-30-01203147-a,01205819-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11559,bisexualité_2,fre-30-09857007-n,09876413-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11559,bisexualité_2,fre-30-00857160-n,00858789-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11559,bisexualité_2,fre-30-01478907-a,01482214-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11559,bisexuel_2,fre-30-09857007-n,09876413-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11559,bisexuel_2,fre-30-00857160-n,00858789-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11559,bisexuel_2,fre-30-01478907-a,01482214-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11559,bisexuel_2,fre-30-01203147-a,01205819-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11562,bisexualité_3,fre-30-01203147-a,01205819-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11562,bisexualité_3,fre-30-09857007-n,09876413-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11562,bisexualité_3,fre-30-00857160-n,00858789-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11562,bisexualité_3,fre-30-01478907-a,01482214-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11562,bisexuel_3,fre-30-09857007-n,09876413-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11562,bisexuel_3,fre-30-00857160-n,00858789-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11562,bisexuel_3,fre-30-01478907-a,01482214-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11562,bisexuel_3,fre-30-01203147-a,01205819-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11563,bisexualité_4,fre-30-01203147-a,01205819-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11563,bisexualité_4,fre-30-09857007-n,09876413-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11563,bisexualité_4,fre-30-00857160-n,00858789-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11563,bisexualité_4,fre-30-01478907-a,01482214-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11563,bisexuel_4,fre-30-09857007-n,09876413-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11563,bisexuel_4,fre-30-00857160-n,00858789-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11563,bisexuel_4,fre-30-01478907-a,01482214-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11563,bisexuel_4,fre-30-01203147-a,01205819-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11566,transexualité,fre-30-10725893-n,10745529-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11566,transexualité,fre-30-14572074-n,14595655-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11566,transexualité,fre-30-01202634-a,02608757-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11566,transexuels,fre-30-01202634-a,02608757-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11566,transexuels,fre-30-10725893-n,10745529-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11566,transexuels,fre-30-14572074-n,14595655-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11568,transexualité_2,fre-30-14572074-n,14595655-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11568,transexualité_2,fre-30-01202634-a,02608757-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11568,transexualité_2,fre-30-10725893-n,10745529-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11568,transexuel,fre-30-10725893-n,10745529-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11568,transexuel,fre-30-14572074-n,14595655-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11568,transexuel,fre-30-01202634-a,02608757-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11568,transexuel,fre-30-01202634-a,02608757-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11568,transexuel,fre-30-10725893-n,10745529-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11568,transexuel,fre-30-14572074-n,14595655-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11570,transexualité_3,fre-30-14572074-n,14595655-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11570,transexualité_3,fre-30-01202634-a,02608757-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11570,transexualité_3,fre-30-10725893-n,10745529-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11570,transexuel_2,fre-30-10725893-n,10745529-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11570,transexuel_2,fre-30-14572074-n,14595655-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11570,transexuel_2,fre-30-01202634-a,02608757-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11570,transexuel_2,fre-30-01202634-a,02608757-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11570,transexuel_2,fre-30-10725893-n,10745529-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11570,transexuel_2,fre-30-14572074-n,14595655-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11572,plantes,fre-30-00017222-n,00017402-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11574,aveugle_3,fre-30-02159969-a,02167384-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11574,aveugle_3,fre-30-02158826-a,02166241-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11574,aveugle_3,fre-30-07944408-n,07960684-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11574,non-voyant_2,fre-30-02158826-a,02166241-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11574,non-voyant_2,fre-30-07944408-n,07960684-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11574,non-voyant_2,fre-30-02159969-a,02167384-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11576,proposer,fre-30-00875394-v,00876925-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11576,proposer,fre-30-05916155-n,05924749-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11576,suggérer,fre-30-05916155-n,05924749-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11576,suggérer,fre-30-00875394-v,00876925-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11576,suggestion,fre-30-05916155-n,05924749-n,synonym,\N,\N,\N,\N,\N,\N,suggestions,\
11576,suggestion,fre-30-00875394-v,00876925-v,synonym,\N,\N,\N,\N,\N,\N,suggestions,\
11578,champion,fre-30-09906704-n,09926157-n,synonym,\N,\N,\N,\N,\N,\N,champions,\
11578,champion,fre-30-10782940-n,10802616-n,synonym,\N,\N,\N,\N,\N,\N,champions,\
11578,gagnant,fre-30-09906704-n,09926157-n,synonym,\N,\N,\N,\N,\N,\N,gagnants,\
11578,gagnant,fre-30-10782940-n,10802616-n,synonym,\N,\N,\N,\N,\N,\N,gagnants,\
11578,vainqueur,fre-30-10782940-n,10802616-n,synonym,\N,\N,\N,\N,\N,\N,vainqueurs,\
11578,vainqueur,fre-30-09906704-n,09926157-n,synonym,\N,\N,\N,\N,\N,\N,vainqueurs,\
11580,élections,fre-30-00181781-n,00182630-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11582,gratis,fre-30-01710260-a,01714713-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11582,gratuit,fre-30-01710260-a,01714713-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11584,concert,fre-30-06892775-n,06905814-n,synonym,\N,\N,\N,\N,\N,\N,concerts,\
11586,concert_2,fre-30-06892775-n,06905814-n,synonym,\N,\N,\N,\N,\N,\N,concerts,\
11588,concert_3,fre-30-06892775-n,06905814-n,synonym,\N,\N,\N,\N,\N,\N,concerts,\
11590,gui_2,fre-30-12739332-n,12760092-n,synonym,\N,\N,\N,\N,\N,\N,guis,\
11591,moi_aussi!,fre-30-00047534-r,00048072-r,synonym,\N,\N,\N,\N,\N,\N,\N,\
11593,moi_non_plus!,fre-30-00524607-a,00526784-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11595,ne_pas_toucher,fre-30-01761375-a,01765887-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11595,ne_pas_toucher,fre-30-02127358-v,02131823-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11595,ne_pas_toucher,fre-30-01206218-v,01208838-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11595,ne_pas_toucher,fre-30-01205696-v,01208316-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11595,ne_pas_toucher,fre-30-00201923-n,00202772-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11595,ne_touche_pas_!,fre-30-00201923-n,00202772-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11595,ne_touche_pas_!,fre-30-01761375-a,01765887-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11595,ne_touche_pas_!,fre-30-02127358-v,02131823-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11595,ne_touche_pas_!,fre-30-01206218-v,01208838-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11595,ne_touche_pas_!,fre-30-01205696-v,01208316-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11597,ça_va?,\N,\N,,\N,\N,\N,\N,\N,\N,\N,\
11597,comment_ça_va_?,\N,\N,,\N,\N,\N,\N,\N,\N,\N,\
11599,fantastique,fre-30-02331262-a,02339254-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,fantastique,fre-30-02081114-a,02088253-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,fantastique,fre-30-01676517-a,01681111-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,fantastique,fre-30-01123879-a,01127641-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,fantastique_!,fre-30-02081114-a,02088253-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,fantastique_!,fre-30-01676517-a,01681111-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,fantastique_!,fre-30-01123879-a,01127641-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,fantastique_!,fre-30-02331262-a,02339254-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,génial,fre-30-02331262-a,02339254-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,génial,fre-30-02081114-a,02088253-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,génial,fre-30-01676517-a,01681111-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,génial,fre-30-01123879-a,01127641-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,génial!,fre-30-02331262-a,02339254-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,génial!,fre-30-02081114-a,02088253-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,génial!,fre-30-01676517-a,01681111-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,génial!,fre-30-01123879-a,01127641-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,succès,fre-30-01123879-a,01127641-s,synonym,\N,\N,\N,\N,\N,\N,succès,\
11599,succès,fre-30-02331262-a,02339254-a,synonym,\N,\N,\N,\N,\N,\N,succès,\
11599,succès,fre-30-02081114-a,02088253-s,synonym,\N,\N,\N,\N,\N,\N,succès,\
11599,succès,fre-30-01676517-a,01681111-s,synonym,\N,\N,\N,\N,\N,\N,succès,\
11599,très_bien,fre-30-02331262-a,02339254-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,très_bien,fre-30-02081114-a,02088253-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,très_bien,fre-30-01676517-a,01681111-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,très_bien,fre-30-01123879-a,01127641-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,très_bien_!,fre-30-02331262-a,02339254-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,très_bien_!,fre-30-02081114-a,02088253-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,très_bien_!,fre-30-01676517-a,01681111-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,très_bien_!,fre-30-01123879-a,01127641-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,très_sympa_!,fre-30-01676517-a,01681111-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,très_sympa_!,fre-30-01123879-a,01127641-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,très_sympa_!,fre-30-02331262-a,02339254-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11599,très_sympa_!,fre-30-02081114-a,02088253-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11601,dans_quoi_tu_travailles?,fre-30-00584367-n,00585404-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11601,dans_quoi_tu_travailles?,fre-30-00582388-n,00583425-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11601,dans_quoi_tu_travailles?,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11601,quel_est_ton_métier?,fre-30-00582388-n,00583425-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11601,quel_est_ton_métier?,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11601,quel_est_ton_métier?,fre-30-00584367-n,00585404-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11601,quel_est_ton_travail?,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11601,quel_est_ton_travail?,fre-30-00584367-n,00585404-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11601,quel_est_ton_travail?,fre-30-00582388-n,00583425-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11603,où_habites-tu?,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11603,où_habites-tu?,fre-30-08491027-n,08508037-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11603,quelle_est_ton_adresse?,fre-30-08491027-n,08508037-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11603,quelle_est_ton_adresse?,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11605,résider_2,fre-30-02649830-v,02655932-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11605,résider_2,fre-30-02648639-v,02654741-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11605,vivre_2,fre-30-02648639-v,02654741-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11605,vivre_2,fre-30-02649830-v,02655932-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11607,qu'étudies-tu?,fre-30-00607114-v,00608509-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11607,qu'étudies-tu?,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11607,qu'étudies-tu?,fre-30-00599992-v,00601387-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11609,l'as-tu_entendu?_2,fre-30-02171039-v,02175483-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11609,l'as-tu_entendu?_2,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11609,l'as-tu_entendu?_2,fre-30-02169702-v,02174146-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11609,tu_as_entendu_ça?_2,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11609,tu_as_entendu_ça?_2,fre-30-02169702-v,02174146-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11609,tu_as_entendu_ça?_2,fre-30-02171039-v,02175483-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11609,tu_entends_ça?_2,fre-30-02169702-v,02174146-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11609,tu_entends_ça?_2,fre-30-02171039-v,02175483-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11609,tu_entends_ça?_2,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11611,qu'as-tu_dit?,fre-30-01009240-v,01011267-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11611,qu'as-tu_dit?,fre-30-00978549-v,00980581-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
