idpicto,lemma,synset,synset2,relation,head,headrel,dependent,deprel,antonym,number,lemma_plural,disable
11359,sablier,fre-30-03544143-n,03549323-n,synonym,\N,\N,\N,\N,\N,\N,sabliers,\
11359,sablier,fre-30-04134632-n,04141715-n,synonym,\N,\N,\N,\N,\N,\N,sabliers,\
11360,lecteur_vidéo,fre-30-04405540-n,04412675-n,synonym,\N,\N,\N,\N,\N,\N,lecteurs_vidéo,\
11360,magnétoscope,fre-30-04405540-n,04412675-n,synonym,\N,\N,\N,\N,\N,\N,magnétoscopes,\
11361,restaurant_2,fre-30-04081281-n,04088393-n,synonym,\N,\N,\N,\N,\N,\N,restaurants,\
11361,resto_2,fre-30-04081281-n,04088393-n,synonym,\N,\N,\N,\N,\N,\N,restos,\
11362,roulette,fre-30-00509399-n,00510410-n,synonym,\N,\N,\N,\N,\N,\N,roulettes,\
11363,sac_de_jouets,fre-30-04462011-n,04469246-n,synonym,\N,\N,\N,\N,\N,\N,sacs_de_jouets,\
11363,sac_de_jouets,fre-30-02773037-n,02776042-n,synonym,\N,\N,\N,\N,\N,\N,sacs_de_jouets,\
11364,sortie,fre-30-03303965-n,03308910-n,synonym,\N,\N,\N,\N,\N,\N,sorties,\
11365,sauter_à_cloche-pied,fre-30-01966861-v,01970868-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11365,sauter_à_cloche-pied,fre-30-02094922-v,02099200-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11365,sauter_à_cloche-pied,fre-30-01963942-v,01967949-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11365,sauter_à_cloche-pied,fre-30-02094788-v,02099066-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11366,sauter_à_cloche-pied_2,fre-30-01966861-v,01970868-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11366,sauter_à_cloche-pied_2,fre-30-02094922-v,02099200-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11366,sauter_à_cloche-pied_2,fre-30-01963942-v,01967949-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11366,sauter_à_cloche-pied_2,fre-30-02094788-v,02099066-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11367,sauter_à_pieds_joints,fre-30-02094922-v,02099200-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11367,sauter_à_pieds_joints,fre-30-01963942-v,01967949-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11367,sauter_à_pieds_joints,fre-30-02094788-v,02099066-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11368,sauter_à_pieds_joints_2,fre-30-02094922-v,02099200-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11368,sauter_à_pieds_joints_2,fre-30-01963942-v,01967949-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11368,sauter_à_pieds_joints_2,fre-30-02094788-v,02099066-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11369,asseoir_3,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11369,assoir_2,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11369,s'asseoir_3,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11369,s'asseoir_par_terre,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11369,s'assoir_2,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11369,s'assoir_par_terre,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11370,assis,fre-30-01240029-a,01242902-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11370,assis,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11370,être_assis_par_terre,fre-30-01240029-a,01242902-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11370,être_assis_par_terre,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11370,s'asseoir_par_terre_2,fre-30-01240029-a,01242902-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11370,s'asseoir_par_terre_2,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11370,s'assoir_par_terre_2,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11370,s'assoir_par_terre_2,fre-30-01240029-a,01242902-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11371,assis_2,fre-30-02692882-v,02698724-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11371,assis_2,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11371,faire_un_cercle,fre-30-02692882-v,02698724-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11371,faire_un_cercle,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11371,s'asseoir_en_cercle,fre-30-02692882-v,02698724-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11371,s'asseoir_en_cercle,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11371,s'assoir_en_cercle,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11371,s'assoir_en_cercle,fre-30-02692882-v,02698724-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11372,assis_3,fre-30-01240029-a,01242902-a,synonym,\N,\N,\N,\N,\N,\N,assis,\
11372,assis_3,fre-30-02692882-v,02698724-v,synonym,\N,\N,\N,\N,\N,\N,assis,\
11372,assis_3,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,assis,\
11372,faire_un_cercle_2,fre-30-02692882-v,02698724-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11372,faire_un_cercle_2,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11372,faire_un_cercle_2,fre-30-01240029-a,01242902-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11372,s'asseoir_en_cercle_2,fre-30-01240029-a,01242902-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11372,s'asseoir_en_cercle_2,fre-30-02692882-v,02698724-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11372,s'asseoir_en_cercle_2,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11372,s'assoir_en_cercle_2,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11372,s'assoir_en_cercle_2,fre-30-01240029-a,01242902-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11372,s'assoir_en_cercle_2,fre-30-02692882-v,02698724-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11373,s'asseoir_4,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11373,s'asseoir_4,fre-30-01984902-v,01988916-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11373,s'asseoir_sur_un_banc,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11373,s'asseoir_sur_un_banc,fre-30-01984902-v,01988916-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11373,s'assoir_3,fre-30-01984902-v,01988916-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11373,s'assoir_3,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11373,s'assoir_sur_un_banc,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11373,s'assoir_sur_un_banc,fre-30-01984902-v,01988916-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11374,s'asseoir_5,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11374,s'asseoir_5,fre-30-01984902-v,01988916-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11374,s'asseoir_sur_un_banc_2,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11374,s'asseoir_sur_un_banc_2,fre-30-01984902-v,01988916-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11374,s'assoir_4,fre-30-01984902-v,01988916-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11374,s'assoir_4,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11374,s'assoir_sur_un_banc_2,fre-30-01543123-v,01545905-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11374,s'assoir_sur_un_banc_2,fre-30-01984902-v,01988916-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11375,êtres_vivants_2,fre-30-00004475-n,00004475-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11375,organismes_vivants,fre-30-00004475-n,00004475-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11376,chaise_d'écolier,fre-30-03001627-n,03005231-n,synonym,\N,\N,\N,\N,\N,\N,chaises_d'écolier,\
11376,chaise_d'écolier,fre-30-04331277-n,04338415-n,synonym,\N,\N,\N,\N,\N,\N,chaises_d'écolier,\
11376,chaise_d'écolier,fre-30-04161981-n,04169042-n,synonym,\N,\N,\N,\N,\N,\N,chaises_d'écolier,\
11376,chaise_d'écolier,fre-30-04161358-n,04168419-n,synonym,\N,\N,\N,\N,\N,\N,chaises_d'écolier,\
11377,cependant,\N,\N,,\N,\N,\N,\N,\N,\N,\N,\
11377,mais,\N,\N,,\N,\N,\N,\N,\N,\N,\N,\
11377,toutefois,\N,\N,,\N,\N,\N,\N,\N,\N,\N,\
11378,sauveteuse,fre-30-10260800-n,10280497-n,synonym,\N,\N,\N,\N,\N,\N,sauveteuses,\
11378,secouriste_3,fre-30-10260800-n,10280497-n,synonym,\N,\N,\N,\N,\N,\N,secouristes,\
11379,militaire_2,fre-30-10622053-n,10641415-n,synonym,\N,\N,\N,\N,\N,\N,militaires,\
11379,soldate,fre-30-10622053-n,10641415-n,synonym,\N,\N,\N,\N,\N,\N,soldates,\
11380,chalumeau,fre-30-02855390-n,02858670-n,synonym,\N,\N,\N,\N,\N,\N,chalumeaux,\
11381,guichetier,fre-30-02885882-n,02889123-n,synonym,\N,\N,\N,\N,\N,\N,guichetiers,\
11381,guichetier,fre-30-10548227-n,10567784-n,synonym,\N,\N,\N,\N,\N,\N,guichetiers,\
11381,guichetier,fre-30-13258167-n,13279066-n,synonym,\N,\N,\N,\N,\N,\N,guichetiers,\
11382,pot_de_glace,fre-30-07614500-n,07630109-n,synonym,\N,\N,\N,\N,\N,\N,pots_de_glace,\
11383,chauffeur_de_taxi_2,fre-30-10693646-n,10713142-n,synonym,\N,\N,\N,\N,\N,\N,chauffeurs_de_taxi,\
11383,chauffeuse_de_taxi,fre-30-10693646-n,10713142-n,synonym,\N,\N,\N,\N,\N,\N,chauffeuse_de_taxi,\
11384,étendage,fre-30-04411966-n,04419101-n,synonym,\N,\N,\N,\N,\N,\N,étendages,\
11384,étendage,fre-30-04411835-n,04418970-n,synonym,\N,\N,\N,\N,\N,\N,étendages,\
11384,étendoir_2,fre-30-04411835-n,04418970-n,synonym,\N,\N,\N,\N,\N,\N,étendoirs,\
11384,étendoir_2,fre-30-04411966-n,04419101-n,synonym,\N,\N,\N,\N,\N,\N,étendoirs,\
11385,magasin_de_jouets,fre-30-04462240-n,04469475-n,synonym,\N,\N,\N,\N,\N,\N,magasins_de_jouets,\
11386,magasin_de_jouets_2,fre-30-04462240-n,04469475-n,synonym,\N,\N,\N,\N,\N,\N,magasins_de_jouets,\
11387,femme_toréador,fre-30-09836160-n,09855548-n,synonym,\N,\N,\N,\N,\N,\N,femmes_toréadors,\
11387,torera,fre-30-09836160-n,09855548-n,synonym,\N,\N,\N,\N,\N,\N,toreras,\
11388,acrobate_2,fre-30-04475411-n,04482646-n,synonym,\N,\N,\N,\N,\N,\N,acrobates,\
11388,acrobate_2,fre-30-09764381-n,09783804-n,synonym,\N,\N,\N,\N,\N,\N,acrobates,\
11388,trapéziste_2,fre-30-09764381-n,09783804-n,synonym,\N,\N,\N,\N,\N,\N,trapézistes,\
11388,trapéziste_2,fre-30-04475411-n,04482646-n,synonym,\N,\N,\N,\N,\N,\N,trapézistes,\
11389,tonner,fre-30-02770535-v,02776493-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11390,service_de_vaisselle,fre-30-03202246-n,03206930-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11390,vaisselle,fre-30-03202246-n,03206930-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11391,marchande_de_bonbons,fre-30-10548227-n,10567784-n,synonym,\N,\N,\N,\N,\N,\N,marchandes_de_bonbons,\
11391,marchande_de_bonbons,fre-30-10592152-n,10611560-n,synonym,\N,\N,\N,\N,\N,\N,marchandes_de_bonbons,\
11392,vétérinaire_2,fre-30-10749715-n,10769383-n,synonym,\N,\N,\N,\N,\N,\N,vétérinaires,\
11392,vétérinaire_2,fre-30-03128816-a,03140484-a,synonym,\N,\N,\N,\N,\N,\N,vétérinaires,\
11393,itinéraire,fre-30-08616311-n,08633886-n,synonym,\N,\N,\N,\N,\N,\N,itinéraires,\
11393,itinéraire,fre-30-05905706-n,05914300-n,synonym,\N,\N,\N,\N,\N,\N,itinéraires,\
11393,itinéraire,fre-30-00308370-n,00309196-n,synonym,\N,\N,\N,\N,\N,\N,itinéraires,\
11393,parcours,fre-30-08616311-n,08633886-n,synonym,\N,\N,\N,\N,\N,\N,parcours,\
11393,parcours,fre-30-05905706-n,05914300-n,synonym,\N,\N,\N,\N,\N,\N,parcours,\
11393,parcours,fre-30-00308370-n,00309196-n,synonym,\N,\N,\N,\N,\N,\N,parcours,\
11393,route_3,fre-30-08616311-n,08633886-n,synonym,\N,\N,\N,\N,\N,\N,routes,\
11393,route_3,fre-30-05905706-n,05914300-n,synonym,\N,\N,\N,\N,\N,\N,routes,\
11393,route_3,fre-30-00308370-n,00309196-n,synonym,\N,\N,\N,\N,\N,\N,routes,\
11393,trajet,fre-30-05905706-n,05914300-n,synonym,\N,\N,\N,\N,\N,\N,trajets,\
11393,trajet,fre-30-00308370-n,00309196-n,synonym,\N,\N,\N,\N,\N,\N,trajets,\
11393,trajet,fre-30-08616311-n,08633886-n,synonym,\N,\N,\N,\N,\N,\N,trajets,\
11393,voyage,fre-30-00308370-n,00309196-n,synonym,\N,\N,\N,\N,\N,\N,voyages,\
11393,voyage,fre-30-08616311-n,08633886-n,synonym,\N,\N,\N,\N,\N,\N,voyages,\
11393,voyage,fre-30-05905706-n,05914300-n,synonym,\N,\N,\N,\N,\N,\N,voyages,\
11394,vieille,fre-30-01638438-a,01642580-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11394,vieux_2,fre-30-01638438-a,01642580-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11395,violette,fre-30-12387839-n,12408356-n,synonym,\N,\N,\N,\N,\N,\N,violette,\
11396,visite,\N,\N,,\N,\N,\N,\N,\N,\N,visites,\
11396,visite_scolaire,\N,\N,,\N,\N,\N,\N,\N,\N,visites_scolaires,\
11397,vivant,fre-30-00118567-a,00119378-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11398,galipette,fre-30-00439484-n,00440424-n,synonym,\N,\N,\N,\N,\N,\N,galipettes,\
11398,roulade,fre-30-00439484-n,00440424-n,synonym,\N,\N,\N,\N,\N,\N,roulades,\
11399,et,\N,\N,,\N,\N,\N,\N,\N,\N,\N,\
11400,zambomba,fre-30-03249569-n,03254272-n,synonym,\N,\N,\N,\N,\N,\N,zambombas,\
11401,cordonnière,fre-30-09933098-n,09952556-n,synonym,\N,\N,\N,\N,\N,\N,cordonnières,\
11402,sabots,fre-30-03047690-n,03051675-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11403,jus_de_pomme,fre-30-07923748-n,07939988-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11403,jus_de_pomme,fre-30-07924366-n,07940606-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11404,jus_de_tomate,fre-30-07923748-n,07939988-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11404,jus_de_tomate,fre-30-07925500-n,07941740-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11405,jus_de_raisin,fre-30-07923748-n,07939988-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11405,jus_de_raisin,fre-30-07924560-n,07940800-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11406,ballerines,fre-30-00528667-n,00529704-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11406,ballerines,fre-30-04241394-n,04248522-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11406,chaussons_de_danse,fre-30-04241394-n,04248522-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11406,chaussons_de_danse,fre-30-00528667-n,00529704-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11453,communauté_éducative,\N,07961512-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11455,égalité_des_chances,fre-30-05186998-n,05194266-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11457,marché_du_travail,fre-30-08180639-n,08197557-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11459,technologie,\N,03707142-n,synonym,\N,\N,\N,\N,\N,\N,technologies,\
11461,jus,fre-30-07923748-n,07939988-n,synonym,\N,\N,\N,\N,\N,\N,jus,\
11463,jus_2,fre-30-07923748-n,07939988-n,synonym,\N,\N,\N,\N,\N,\N,jus,\
11465,accessible,fre-30-00533221-a,00535441-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11465,accessible,fre-30-00019131-a,00019169-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11465,accessible,fre-30-00019349-a,00019387-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11466,pousser_le_fauteuil,fre-30-02046441-v,02050390-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11466,pousser_le_fauteuil,fre-30-01449974-v,01452567-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11466,rouler_le_fauteuil,fre-30-02046441-v,02050390-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11466,rouler_le_fauteuil,fre-30-01449974-v,01452567-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11466,transporter_en_fauteuil_roulant,fre-30-01449974-v,01452567-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11466,transporter_en_fauteuil_roulant,fre-30-02046441-v,02050390-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11467,dépendant,fre-30-10004804-n,10024466-n,synonym,\N,\N,\N,\N,\N,\N,dépendants,\
11467,dépendant,fre-30-02046441-v,02050390-v,synonym,\N,\N,\N,\N,\N,\N,dépendants,\
11467,dépendant,fre-30-01449974-v,01452567-v,synonym,\N,\N,\N,\N,\N,\N,dépendants,\
11467,pousser_le_fauteuil_2,fre-30-02046441-v,02050390-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11467,pousser_le_fauteuil_2,fre-30-01449974-v,01452567-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11467,pousser_le_fauteuil_2,fre-30-10004804-n,10024466-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11467,rouler_le_fauteuil_2,fre-30-02046441-v,02050390-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11467,rouler_le_fauteuil_2,fre-30-01449974-v,01452567-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11467,rouler_le_fauteuil_2,fre-30-10004804-n,10024466-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11467,transporter_en_fauteuil_roulant_2,fre-30-01449974-v,01452567-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11467,transporter_en_fauteuil_roulant_2,fre-30-10004804-n,10024466-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11467,transporter_en_fauteuil_roulant_2,fre-30-02046441-v,02050390-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11468,égalité_des_chances_2,fre-30-05186998-n,05194266-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11469,états_membres,fre-30-08170686-n,08187585-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11470,admirer,fre-30-00230335-a,00231927-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11470,admirer,fre-30-01827858-v,01831800-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11470,admirer,fre-30-02164694-v,02169125-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11470,admirer,fre-30-00509846-r,00512379-r,synonym,\N,\N,\N,\N,\N,\N,\N,\
11470,important,fre-30-01827858-v,01831800-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11470,important,fre-30-02164694-v,02169125-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11470,important,fre-30-00509846-r,00512379-r,synonym,\N,\N,\N,\N,\N,\N,\N,\
11470,important,fre-30-00230335-a,00231927-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11470,meilleur,fre-30-02164694-v,02169125-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11470,meilleur,fre-30-00509846-r,00512379-r,synonym,\N,\N,\N,\N,\N,\N,\N,\
11470,meilleur,fre-30-00230335-a,00231927-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11470,meilleur,fre-30-01827858-v,01831800-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11471,important_2,fre-30-02161432-a,02168847-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11471,important_2,fre-30-01275562-a,01278672-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11472,autonome,fre-30-00729439-a,00732883-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11472,indépendant,fre-30-00729439-a,00732883-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11473,légal,fre-30-08441203-n,08458195-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11473,légal,fre-30-06532330-n,06544321-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11473,légal,fre-30-02754197-a,02764969-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11473,légal,fre-30-02754096-a,02764868-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11473,loi,fre-30-06532330-n,06544321-n,synonym,\N,\N,\N,\N,\N,\N,lois,\
11473,loi,fre-30-02754197-a,02764969-a,synonym,\N,\N,\N,\N,\N,\N,lois,\
11473,loi,fre-30-02754096-a,02764868-a,synonym,\N,\N,\N,\N,\N,\N,lois,\
11473,loi,fre-30-08441203-n,08458195-n,synonym,\N,\N,\N,\N,\N,\N,lois,\
11474,libérer,fre-30-01061489-a,01065188-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11474,libérer,fre-30-02421374-v,02426474-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11474,libérer,fre-30-01065694-a,01069383-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11474,libre,fre-30-02421374-v,02426474-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11474,libre,fre-30-01065694-a,01069383-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11474,libre,fre-30-01061489-a,01065188-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
11475,participer,fre-30-02450256-v,02455121-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11475,prendre_part,fre-30-02450256-v,02455121-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11476,sentiments,fre-30-07513035-n,07528274-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11476,sentiments,fre-30-00026192-n,00026390-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11477,aurore,fre-30-00528836-v,00529916-v,synonym,\N,\N,\N,\N,\N,\N,aurores,\
11477,aurore,fre-30-15168790-n,15193837-n,synonym,\N,\N,\N,\N,\N,\N,aurores,\
11477,éclairer_4,fre-30-00528836-v,00529916-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11477,éclairer_4,fre-30-15168790-n,15193837-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11477,lever_de_soleil,fre-30-00528836-v,00529916-v,synonym,\N,\N,\N,\N,\N,\N,levers_de_soleil,\
11477,lever_de_soleil,fre-30-15168790-n,15193837-n,synonym,\N,\N,\N,\N,\N,\N,levers_de_soleil,\
11477,lever_du_jour,fre-30-15168790-n,15193837-n,synonym,\N,\N,\N,\N,\N,\N,levers_du_jour,\
11477,lever_du_jour,fre-30-00528836-v,00529916-v,synonym,\N,\N,\N,\N,\N,\N,levers_du_jour,\
11478,accessibilité,fre-30-04655649-n,04663006-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11480,dépendance,fre-30-14001348-n,14024833-n,synonym,\N,\N,\N,\N,\N,\N,dépendances,\
11481,dépendance_2,fre-30-14001348-n,14024833-n,synonym,\N,\N,\N,\N,\N,\N,dépendances,\
11484,indépendance,fre-30-13994148-n,14017633-n,synonym,\N,\N,\N,\N,\N,\N,indépendances,\
11484,indépendance,fre-30-14001031-n,14024516-n,synonym,\N,\N,\N,\N,\N,\N,indépendances,\
11486,implication,fre-30-13924659-n,13947692-n,synonym,\N,\N,\N,\N,\N,\N,implications,\
11486,implication,fre-30-01239064-n,01241629-n,synonym,\N,\N,\N,\N,\N,\N,implications,\
11486,participation,fre-30-01239064-n,01241629-n,synonym,\N,\N,\N,\N,\N,\N,participations,\
11486,participation,fre-30-13924659-n,13947692-n,synonym,\N,\N,\N,\N,\N,\N,participations,\
11488,libération,fre-30-00095502-n,00096322-n,synonym,\N,\N,\N,\N,\N,\N,libérations,\
11488,libération,fre-30-13991823-n,14015308-n,synonym,\N,\N,\N,\N,\N,\N,libérations,\
11488,liberté,fre-30-13991823-n,14015308-n,synonym,\N,\N,\N,\N,\N,\N,libertés,\
11488,liberté,fre-30-00095502-n,00096322-n,synonym,\N,\N,\N,\N,\N,\N,libertés,\
11517,aimer_5,fre-30-01775535-v,01779456-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11519,aimer_6,fre-30-01775535-v,01779456-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11521,amoureux_6,fre-30-01465668-a,01468558-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11521,amoureux_6,fre-30-07985628-n,08002070-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11521,amoureux_6,fre-30-09622302-n,09645472-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11521,amoureux_6,fre-30-09622302-n,09645472-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11521,amoureux_6,fre-30-01465668-a,01468558-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11521,amoureux_6,fre-30-07985628-n,08002070-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11523,amoureuses,fre-30-01465668-a,01468558-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
11523,amoureuses,fre-30-01775535-v,01779456-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
11523,amoureuses,fre-30-07985628-n,08002070-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11523,amoureuses,fre-30-09622302-n,09645472-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11525,baiser,fre-30-00138221-n,00139041-n,synonym,\N,\N,\N,\N,\N,\N,baisers,\
11525,bisou,fre-30-00138221-n,00139041-n,synonym,\N,\N,\N,\N,\N,\N,bisous,\
11525,embrasser_4,fre-30-00138221-n,00139041-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11525,faire_un_bisou_3,fre-30-00138221-n,00139041-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
11527,baiser_2,fre-30-00138221-n,00139041-n,synonym,\N,\N,\N,\N,\N,\N,baisers,\
11527,bisou_2,fre-30-00138221-n,00139041-n,synonym,\N,\N,\N,\N,\N,\N,bisous,\
